Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,CELL_DIVISION_TIME,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID72015,72015,300,111.564,138.840,106.080,35.676,24,24,3,1,None,-10921639,30099.433,32894,0,32918,11949475,5722.572,9.434,0.121,1.135
ID69071,69071,300,99.485,134.872,109.092,34.534,25,25,3,1,None,-10921639,32914.695,32917,32888,32937,13067134,12.078,11.400,0.005,24.934
ID69179,69179,300,116.911,136.240,101.400,35.676,25,25,3,1,None,-10921639,32713.463,32911,30752,32939,12987245,626.739,11.400,0.034,3.437
ID77587,77587,300,125.645,135.720,104.000,35.676,26,26,3,1,None,-10921639,32711.529,32911,30750,32941,12986477,626.731,11.400,0.022,2.224
ID74815,74815,300,121.021,135.200,104.520,35.676,27,27,3,1,None,-10921639,32712.302,32911,30756,32936,12986784,626.584,11.400,0.014,1.470
ID82849,82849,300,130.338,134.680,105.040,35.676,28,28,3,1,None,-10921639,32719.700,32921,30755,32949,12989721,627.566,11.400,0.011,1.086
ID80111,80111,300,118.188,136.240,103.480,35.676,29,29,3,1,None,-10921639,32716.831,32916,30752,32947,12988582,627.334,11.400,0.034,3.434
ID85395,85395,300,116.638,138.840,107.640,35.676,30,30,3,1,None,-10921639,30105.018,32899,0,32929,11951692,5723.258,9.434,0.121,1.135
ID19683,19683,301,141.762,107.017,81.656,15.287,0,0,3,1,None,-10921639,32943.395,32943,32914,32972,13078528,12.304,5.014,4.695E-4,2.513
ID5307,5307,301,135.970,106.417,81.766,15.208,1,1,3,1,None,-10921639,32940.380,32941,32911,32975,13077331,12.202,5.025,4.503E-4,2.430
ID13694,13694,301,146.682,105.492,81.905,14.996,2,2,3,1,None,-10921639,32949.060,32948,32922,32985,13080777,14.157,5.007,5.055E-4,2.352
ID17129,17129,301,149.665,106.202,82.116,15.713,3,3,3,1,None,-10921639,32945.368,32945,32907,32976,13079311,15.575,5.005,4.885E-4,2.066
ID11536,11536,301,157.738,106.919,82.234,15.896,4,4,3,1,None,-10921639,32946.990,32949,32901,32987,13079955,20.274,4.987,5.068E-4,1.646
ID1412,1412,301,148.237,108.116,82.185,15.553,5,5,3,1,None,-10921639,32941.453,32943,32901,32979,13077757,16.849,4.984,4.633E-4,1.811
ID9979,9979,301,138.912,107.289,82.325,15.300,6,6,3,1,None,-10921639,32942.675,32943,32909,32977,13078242,14.055,5.011,4.453E-4,2.086
ID5376,5376,301,144.625,106.339,81.990,15.598,7,7,3,1,None,-10921639,32949.368,32950,32909,32984,13080899,15.097,5.021,4.912E-4,2.143
ID41374,41374,301,150.966,107.171,81.625,15.589,8,8,3,1,None,-10921639,32951.307,32952,32909,32992,13081669,17.233,5.003,4.802E-4,1.836
ID22369,22369,301,133.144,106.381,81.616,16.628,9,9,3,1,None,-10921639,32934.519,32935,32893,32981,13075004,19.796,4.955,3.535E-4,1.176
ID38894,38894,301,144.390,104.869,81.909,16.930,10,10,3,1,None,-10921639,32946.935,32945,32913,32999,13079933,18.167,4.952,4.431E-4,1.606
ID25040,25040,301,171.983,104.667,82.119,16.011,11,11,3,1,None,-10921639,32950.111,32949,32903,33015,13081194,25.091,4.951,5.415E-4,1.421
ID32250,32250,301,170.968,104.780,82.505,16.282,12,12,3,1,None,-10921639,32944.864,32944,32900,33036,13079111,28.962,4.892,5.199E-4,1.182
ID36205,36205,301,185.572,104.808,82.149,16.969,13,13,3,1,None,-10921639,32958.602,32953,32910,33058,13084565,30.618,4.896,6.301E-4,1.356
ID27827,27827,301,167.589,104.341,82.177,16.828,14,14,3,1,None,-10921639,32944.252,32941,32896,33039,13078868,32.529,4.890,5.263E-4,1.065
ID31865,31865,301,188.705,105.432,82.222,16.365,15,15,3,1,None,-10921639,32948.899,32945,32895,33045,13080713,31.532,4.898,5.771E-4,1.205
ID47191,47191,301,145.781,107.173,80.791,16.300,16,16,3,1,None,-10921639,32929.819,32927,32893,32991,13073138,21.404,11.400,2.455E-4,0.755
ID47193,47193,301,158.330,103.656,83.288,15.618,16,16,3,1,None,-10921639,32935.199,32929,32900,33014,13075274,21.826,11.400,2.504E-4,0.756
ID44114,44114,301,150.512,109.007,80.356,16.710,17,17,3,1,None,-10921639,32932.091,32924,32892,33031,13074040,29.230,11.400,2.188E-4,0.493
ID44116,44116,301,149.807,102.647,84.832,15.187,17,17,3,1,None,-10921639,32936.511,32930,32904,33013,13075795,21.456,11.400,2.508E-4,0.770
ID50190,50190,301,155.249,107.805,80.688,16.642,18,18,3,1,None,-10921639,32932.715,32928,32891,33019,13074288,28.408,11.400,2.070E-4,0.480
ID50014,50014,301,154.637,99.869,85.691,14.658,18,18,3,1,None,-10921639,32931.761,32928,32888,33015,13073909,27.406,10.967,2.864E-4,0.688
ID53225,53225,301,160.323,108.802,80.835,16.466,19,19,3,1,None,-10921639,32936.000,32927,32894,33042,13075592,31.954,11.400,2.708E-4,0.558
ID53050,53050,301,157.561,101.575,85.095,14.651,19,19,3,1,None,-10921639,32931.355,32923,32889,33036,13073748,31.276,11.400,2.663E-4,0.561
ID59230,59230,301,166.255,109.373,80.587,16.154,20,20,3,1,None,-10921639,32932.753,32926,32893,33035,13074303,28.993,11.400,2.773E-4,0.630
ID59056,59056,301,157.677,102.669,84.668,14.388,20,20,3,1,None,-10921639,32929.282,32924,32889,33019,13072925,27.374,11.400,2.862E-4,0.688
ID56138,56138,301,175.663,109.893,80.791,15.297,21,21,3,1,None,-10921639,32945.486,32935,32907,33035,13079358,27.770,11.076,3.599E-4,0.854
ID55986,55986,301,170.763,102.973,84.955,13.549,21,21,3,1,None,-10921639,32940.957,32934,32906,33030,13077560,26.603,4.849,3.661E-4,0.906
ID64872,64872,301,165.582,103.255,85.621,13.363,22,22,3,1,None,-10921639,32936.882,32929,32898,33002,13075942,23.049,4.872,3.286E-4,0.939
ID65015,65015,301,160.184,109.940,81.488,15.270,22,22,3,1,None,-10921639,32939.627,32933,32905,33004,13077032,22.869,11.400,3.258E-4,0.938
ID62105,62105,301,158.723,109.952,82.459,15.407,23,23,3,1,None,-10921639,32938.766,32934,32905,33000,13076690,19.976,11.400,3.309E-4,1.091
ID61979,61979,301,149.839,103.149,86.053,13.205,23,23,3,1,None,-10921639,32933.997,32927,32904,32989,13074797,19.414,4.878,2.959E-4,1.004
ID70515,70515,301,164.089,103.400,87.217,13.561,24,24,3,1,None,-10921639,32937.756,32933,32898,32991,13076289,20.044,11.400,3.147E-4,1.034
ID70651,70651,301,160.292,109.719,83.530,15.304,24,24,3,1,None,-10921639,32941.108,32937,32902,32995,13077620,20.281,11.045,3.218E-4,1.045
ID67712,67712,301,175.985,102.209,87.919,13.669,25,25,3,1,None,-10921639,32944.091,32940,32903,32998,13078804,21.375,11.400,3.315E-4,1.022
ID67849,67849,301,164.573,108.270,84.304,15.249,25,25,3,1,None,-10921639,32944.214,32940,32909,33002,13078853,20.102,11.400,3.216E-4,1.054
ID76278,76278,301,153.513,107.849,84.943,15.016,26,26,3,1,None,-10921639,32943.033,32938,32916,32998,13078384,18.188,11.400,2.905E-4,1.052
ID76152,76152,301,164.144,101.618,88.566,13.198,26,26,3,1,None,-10921639,32942.791,32941,32912,32991,13078288,18.463,11.400,3.044E-4,1.086
ID73408,73408,301,162.132,102.228,88.830,13.731,27,27,3,1,None,-10921639,32935.715,32933,32898,32985,13075479,18.151,11.400,2.791E-4,1.013
ID73562,73562,301,156.493,108.819,85.502,15.610,27,27,3,1,None,-10921639,32937.375,32935,32900,32985,13076138,17.866,11.400,2.770E-4,1.021
ID81441,81441,301,185.053,102.071,89.003,13.667,28,28,3,1,None,-10921639,32948.055,32945,32904,33008,13080378,21.935,11.400,3.248E-4,0.975
ID81583,81583,301,177.676,108.061,86.111,15.092,28,28,3,1,None,-10921639,32951.610,32947,32907,33018,13081789,23.387,11.400,3.514E-4,0.990
ID78758,78758,301,178.954,101.226,89.186,13.172,29,29,3,1,None,-10921639,32947.322,32944,32916,33003,13080087,20.975,11.400,3.065E-4,0.963
ID78888,78888,301,176.751,107.499,86.092,15.086,29,29,3,1,None,-10921639,32951.297,32946,32914,33010,13081665,22.659,11.089,3.345E-4,0.972
ID83844,83844,301,175.074,101.729,88.961,12.211,30,30,3,1,None,-10921639,32945.043,32944,32896,32998,13079182,23.237,11.400,3.251E-4,0.921
ID83985,83985,301,180.689,107.673,85.911,13.895,30,30,3,1,None,-10921639,32952.484,32949,32908,33012,13082136,22.405,11.400,3.768E-4,1.108
ID20345,20345,306,140.085,109.757,195.131,26.067,0,0,3,1,None,-10921639,32927.257,32927,32890,32953,13072121,14.137,5.018,3.734E-4,1.739
ID6878,6878,306,126.295,109.365,195.379,26.977,1,1,3,1,None,-10921639,32927.257,32926,32905,32954,13072121,10.056,5.007,3.287E-4,2.152
ID14338,14338,306,125.468,108.615,195.495,26.410,2,2,3,1,None,-10921639,32924.660,32926,32892,32950,13071090,12.789,5.026,3.392E-4,1.746
ID17718,17718,306,133.264,110.372,195.461,26.586,3,3,3,1,None,-10921639,32925.869,32930,32888,32954,13071570,16.245,5.011,3.591E-4,1.455
ID15488,15488,306,125.415,110.225,195.893,27.162,4,4,3,1,None,-10921639,32929.524,32931,32908,32954,13073021,10.467,4.995,3.553E-4,2.235
ID2021,2021,306,129.858,110.509,195.824,26.130,5,5,3,1,None,-10921639,32927.695,32931,32890,32950,13072295,14.119,4.992,3.665E-4,1.709
ID11011,11011,306,129.865,110.706,196.057,26.341,6,6,3,1,None,-10921639,32928.378,32933,32889,32951,13072566,14.373,5.044,3.661E-4,1.677
ID6578,6578,306,128.290,109.541,195.507,26.303,7,7,3,1,None,-10921639,32928.514,32931,32891,32954,13072620,15.048,5.004,3.446E-4,1.508
ID42101,42101,306,118.133,109.209,193.776,26.869,8,8,3,1,None,-10921639,32930.577,32931,32907,32955,13073439,10.146,5.020,2.835E-4,1.840
ID23145,23145,306,143.986,108.304,192.913,27.580,9,9,3,1,None,-10921639,32932.811,32932,32898,32976,13074326,16.375,4.957,3.529E-4,1.419
ID39560,39560,306,164.973,108.274,193.335,27.211,10,10,3,1,None,-10921639,32940.065,32936,32896,33005,13077206,23.841,4.913,4.789E-4,1.323
ID25790,25790,306,185.867,107.734,194.759,27.685,11,11,3,1,None,-10921639,32941.652,32937,32900,33011,13077836,26.711,4.945,5.270E-4,1.299
ID33794,33794,306,180.964,108.362,195.673,28.302,12,12,3,1,None,-10921639,32935.272,32929,32894,33002,13075303,26.997,4.928,4.765E-4,1.162
ID36847,36847,306,211.660,108.764,195.828,27.724,13,13,3,1,None,-10921639,32940.544,32935,32895,33041,13077396,30.417,4.920,5.458E-4,1.182
ID28581,28581,306,201.929,108.279,195.550,27.707,14,14,3,1,None,-10921639,32937.582,32930,32893,33032,13076220,29.251,4.916,5.168E-4,1.163
ID33388,33388,306,196.150,110.733,195.938,27.861,15,15,3,1,None,-10921639,32938.851,32934,32893,33024,13076724,27.798,4.907,5.296E-4,1.254
ID48218,48218,306,165.612,111.931,198.892,29.528,16,16,3,1,None,-10921639,32922.942,32917,32891,33008,13070408,20.919,11.400,1.822E-4,0.573
ID47921,47921,306,151.825,109.064,193.718,26.514,16,16,3,1,None,-10921639,32919.055,32913,32888,32997,13068865,23.534,4.798,1.878E-4,0.525
ID45208,45208,306,162.952,112.003,200.532,29.973,17,17,3,1,None,-10921639,32927.005,32920,32895,33022,13072021,24.170,11.051,2.093E-4,0.570
ID44860,44860,306,159.378,108.681,193.354,26.027,17,17,3,1,None,-10921639,32920.534,32916,32892,33006,13069452,21.360,11.400,1.745E-4,0.538
ID51243,51243,306,170.570,112.614,200.936,30.485,18,18,3,1,None,-10921639,32928.955,32922,32888,33028,13072795,28.645,11.049,2.506E-4,0.576
ID50941,50941,306,165.536,109.268,192.903,26.201,18,18,3,1,None,-10921639,32923.139,32917,32885,33012,13070486,24.894,11.400,2.132E-4,0.564
ID54296,54296,306,190.532,111.798,199.964,29.852,19,19,3,1,None,-10921639,32926.426,32918,32894,33042,13071791,27.453,11.400,2.268E-4,0.544
ID53977,53977,306,161.360,109.449,192.677,26.126,19,19,3,1,None,-10921639,32921.232,32915,32888,33013,13069729,23.578,11.090,1.977E-4,0.552
ID60103,60103,306,150.001,112.483,197.283,28.492,20,20,3,1,None,-10921639,32922.370,32917,32886,32988,13070181,22.361,11.400,1.834E-4,0.540
ID59927,59927,306,135.686,110.433,190.038,24.913,20,20,3,1,None,-10921639,32920.753,32916,32894,32984,13069539,17.408,11.400,1.638E-4,0.619
ID57046,57046,306,151.546,112.419,193.847,27.442,21,21,3,1,None,-10921639,32925.239,32921,32901,32982,13071320,16.665,11.400,1.631E-4,0.644
ID56733,56733,306,139.816,109.460,187.227,24.193,21,21,3,1,None,-10921639,32923.448,32920,32894,32973,13070609,17.373,11.082,1.796E-4,0.681
ID65925,65925,306,154.404,114.227,195.562,27.659,22,22,3,1,None,-10921639,32923.489,32921,32893,32973,13070625,16.806,11.400,2.053E-4,0.804
ID65610,65610,306,144.243,109.164,184.821,23.446,22,22,3,1,None,-10921639,32924.428,32922,32897,32976,13070998,15.919,11.400,1.844E-4,0.763
ID62726,62726,306,131.544,109.412,183.941,23.865,23,23,3,1,None,-10921639,32920.678,32919,32900,32962,13069509,13.078,11.400,1.625E-4,0.818
ID63051,63051,306,143.317,114.244,194.336,27.824,23,23,3,1,None,-10921639,32922.572,32921,32894,32963,13070261,14.783,11.400,1.916E-4,0.853
ID71259,71259,306,124.621,109.545,184.429,24.553,24,24,3,1,None,-10921639,32921.914,32920,32897,32959,13070000,13.879,11.400,1.627E-4,0.772
ID71707,71707,306,136.351,115.073,194.886,28.912,24,24,3,1,None,-10921639,32926.625,32925,32903,32963,13071870,14.003,11.400,1.867E-4,0.878
ID68578,68578,306,126.869,110.026,186.408,24.829,25,25,3,1,None,-10921639,32922.947,32920,32901,32962,13070410,13.172,11.400,1.531E-4,0.765
ID68901,68901,306,136.467,115.543,196.398,29.164,25,25,3,1,None,-10921639,32925.093,32924,32903,32958,13071262,13.113,11.400,1.855E-4,0.931
ID77003,77003,306,125.722,109.604,188.295,25.255,26,26,3,1,None,-10921639,32923.161,32922,32900,32954,13070495,11.710,11.400,1.604E-4,0.902
ID77436,77436,306,120.613,119.335,195.976,32.228,26,26,3,1,None,-10921639,32924.128,32924,32891,32966,13070879,15.540,4.915,1.746E-4,0.740
ID74240,74240,306,130.033,109.745,189.475,25.589,27,27,3,1,None,-10921639,32922.786,32921,32902,32955,13070346,11.808,11.400,1.853E-4,1.033
ID74672,74672,306,114.786,120.820,197.010,32.289,27,27,3,1,None,-10921639,32920.370,32922,32888,32956,13069387,15.173,4.918,1.492E-4,0.647
ID82704,82704,306,118.512,119.080,198.120,31.712,28,28,3,1,None,-10921639,32924.952,32925,32892,32961,13071206,15.312,4.916,1.754E-4,0.754
ID82272,82272,306,130.574,108.868,190.603,25.126,28,28,3,1,None,-10921639,32925.096,32922,32904,32962,13071263,12.730,4.886,1.880E-4,0.972
ID79425,79425,306,130.805,108.910,191.257,24.669,29,29,3,1,None,-10921639,32927.771,32927,32899,32962,13072325,14.584,11.400,2.120E-4,0.957
ID79976,79976,306,147.450,118.990,198.962,31.761,29,29,3,1,None,-10921639,32931.451,32930,32893,32973,13073786,17.385,4.928,2.236E-4,0.847
ID84682,84682,306,132.283,109.516,191.849,24.594,30,30,3,1,None,-10921639,32924.844,32923,32894,32958,13071163,15.162,4.924,2.209E-4,0.959
ID85264,85264,306,132.076,119.892,199.728,31.909,30,30,3,1,None,-10921639,32928.068,32927,32893,32964,13072443,15.901,4.908,2.036E-4,0.843
ID20815,20815,307,109.740,133.120,124.800,35.676,0,0,3,1,None,-10921639,32718.141,32918,30764,32940,12989102,625.529,11.400,0.008,0.845
ID7587,7587,307,115.562,132.600,125.320,35.676,1,1,3,1,None,-10921639,32715.695,32915,30759,32936,12988131,625.643,11.400,0.008,0.845
ID14820,14820,307,108.424,131.560,125.320,35.676,2,2,3,1,None,-10921639,32717.315,32918,30763,32936,12988774,625.426,11.400,0.008,0.845
ID18220,18220,307,118.535,132.600,125.840,35.676,3,3,3,1,None,-10921639,32718.020,32919,30763,32938,12989054,626.057,11.400,0.008,0.845
ID16628,16628,307,121.712,133.120,126.360,35.676,4,4,3,1,None,-10921639,32715.567,32915,30759,32941,12988080,626.038,11.400,0.008,0.843
ID2538,2538,307,108.147,133.640,125.840,35.676,5,5,3,1,None,-10921639,32720.680,32920,30764,32939,12990110,625.249,11.400,0.008,0.859
ID12036,12036,307,104.171,133.640,126.360,35.676,6,6,3,1,None,-10921639,32722.270,32921,30769,32943,12990741,624.998,11.400,0.008,0.860
ID7331,7331,307,104.466,132.153,125.895,34.486,7,7,3,1,None,-10921639,32921.854,32923,32897,32942,13069976,11.572,11.400,0.002,13.013
ID42375,42375,307,99.092,132.747,125.495,34.129,8,8,3,1,None,-10921639,32919.479,32920,32896,32935,13069033,9.436,11.400,0.002,15.734
ID23533,23533,307,115.335,132.080,125.840,35.676,9,9,3,1,None,-10921639,32717.388,32916,30755,32940,12988803,625.680,11.400,0.008,0.844
ID39959,39959,307,111.344,131.040,125.840,35.676,10,10,3,1,None,-10921639,32724.801,32923,30761,32951,12991746,625.285,11.400,0.008,0.852
ID26193,26193,307,123.673,131.040,126.360,35.676,11,11,3,1,None,-10921639,32722.980,32919,30757,32955,12991023,626.180,11.400,0.008,0.851
ID34469,34469,307,143.645,130.520,126.360,35.676,12,12,3,1,None,-10921639,32728.222,32926,30761,32967,12993104,627.398,11.400,0.008,0.856
ID37245,37245,307,126.613,131.560,126.880,35.676,13,13,3,1,None,-10921639,32722.547,32919,30756,32959,12990851,626.021,11.400,0.008,0.852
ID28993,28993,307,126.036,131.040,126.360,35.676,14,14,3,1,None,-10921639,32727.793,32926,30761,32960,12992934,625.466,11.400,0.008,0.857
ID34167,34167,307,132.158,133.120,125.840,35.676,15,15,3,1,None,-10921639,32721.282,32920,30756,32955,12990349,626.965,11.400,0.008,0.846
ID48542,48542,307,128.018,133.120,123.760,35.676,16,16,3,1,None,-10921639,32708.914,32907,30752,32943,12985439,626.034,11.400,0.008,0.830
ID45529,45529,307,129.566,133.120,122.720,35.676,17,17,3,1,None,-10921639,32710.237,32907,30753,32942,12985964,626.629,11.400,0.008,0.836
ID51550,51550,307,128.112,133.640,122.200,35.676,18,18,3,1,None,-10921639,32707.053,32904,30751,32941,12984700,626.121,11.400,0.008,0.847
ID54617,54617,307,122.516,133.640,122.200,35.676,19,19,3,1,None,-10921639,32706.647,32904,30750,32939,12984539,626.059,11.400,0.008,0.846
ID60586,60586,307,132.202,134.680,122.200,35.676,20,20,3,1,None,-10921639,32710.365,32908,30752,32938,12986015,626.443,11.400,0.011,1.088
ID57526,57526,307,132.703,134.680,122.200,35.676,21,21,3,1,None,-10921639,32716.355,32917,30753,32944,12988393,627.603,11.400,0.011,1.088
ID66400,66400,307,125.537,135.200,122.200,35.676,22,22,3,1,None,-10921639,32714.179,32915,30750,32937,12987529,627.305,11.400,0.014,1.477
ID63508,63508,307,139.332,135.200,123.760,35.676,23,23,3,1,None,-10921639,32711.433,32912,30749,32942,12986439,627.796,11.400,0.014,1.474
ID72022,72022,307,128.327,135.200,124.280,35.676,24,24,3,1,None,-10921639,32706.640,32905,30751,32933,12984536,626.690,11.400,0.014,1.470
ID69191,69191,307,125.872,135.720,124.800,35.676,25,25,3,1,None,-10921639,32703.725,32902,30749,32928,12983379,626.352,11.400,0.022,2.220
ID77592,77592,307,129.553,135.720,122.200,35.676,26,26,3,1,None,-10921639,32703.594,32902,30748,32929,12983327,626.058,11.400,0.022,2.222
ID77597,77597,307,126.882,135.200,126.360,35.676,26,26,3,1,None,-10921639,32702.408,32900,30747,32925,12982856,626.106,11.400,0.014,1.469
ID74822,74822,307,117.536,135.720,123.240,35.676,27,27,3,1,None,-10921639,32702.982,32900,30750,32925,12983084,625.357,11.400,0.022,2.223
ID74826,74826,307,118.230,135.200,126.880,35.676,27,27,3,1,None,-10921639,32701.499,32899,30748,32922,12982495,625.704,11.400,0.014,1.467
ID82856,82856,307,127.233,134.680,122.720,35.676,28,28,3,1,None,-10921639,32708.403,32907,30753,32936,12985236,626.134,11.400,0.010,1.082
ID82860,82860,307,124.768,134.680,126.880,35.676,28,28,3,1,None,-10921639,32704.481,32902,30751,32930,12983679,626.192,11.400,0.010,1.078
ID80118,80118,307,110.274,136.760,114.920,35.676,29,29,3,1,None,-10921639,32678.793,32904,30750,32929,12973481,662.060,9.758,0.051,4.788
ID80124,80124,307,132.297,135.200,125.840,35.676,29,29,3,1,None,-10921639,32710.169,32909,30750,32938,12985937,627.523,11.400,0.014,1.472
ID85400,85400,307,110.096,138.840,114.920,35.676,30,30,3,1,None,-10921639,30099.494,32893,0,32921,11949499,5722.591,9.434,0.121,1.135
ID85404,85404,307,134.135,135.200,126.360,35.676,30,30,3,1,None,-10921639,32710.887,32910,30751,32938,12986222,627.719,11.400,0.014,1.471
ID20817,20817,308,100.311,20.280,131.560,35.676,0,0,3,1,None,-10921639,32725.091,32925,30768,32940,12991861,625.448,11.400,0.008,0.834
ID7591,7591,308,104.354,20.800,131.040,35.676,1,1,3,1,None,-10921639,32725.637,32926,30770,32937,12992078,625.961,11.400,0.008,0.833
ID14823,14823,308,106.785,19.240,131.040,35.676,2,2,3,1,None,-10921639,32730.358,32930,30775,32945,12993952,625.850,11.400,0.008,0.836
ID18222,18222,308,108.796,20.280,131.040,35.676,3,3,3,1,None,-10921639,32726.554,32927,30768,32941,12992442,626.235,11.400,0.008,0.834
ID16632,16632,308,115.453,20.280,131.040,35.676,4,4,3,1,None,-10921639,32727.622,32928,30771,32945,12992866,626.509,11.400,0.008,0.836
ID2541,2541,308,111.663,20.800,131.040,35.676,5,5,3,1,None,-10921639,32724.113,32924,30768,32940,12991473,626.182,11.400,0.008,0.837
ID12041,12041,308,107.955,20.280,131.040,35.676,6,6,3,1,None,-10921639,32726.715,32927,30770,32942,12992506,625.842,11.400,0.008,0.838
ID7560,7560,308,109.524,19.240,131.040,35.676,7,7,3,1,None,-10921639,32731.237,32932,30775,32947,12994301,626.019,11.400,0.008,0.838
ID42482,42482,308,107.507,20.280,130.000,35.676,8,8,3,1,None,-10921639,32734.526,32934,30778,32949,12995607,625.772,11.400,0.008,0.841
ID23536,23536,308,111.400,21.320,130.000,35.676,9,9,3,1,None,-10921639,32729.758,32930,30769,32947,12993714,625.799,11.400,0.008,0.838
ID39962,39962,308,112.131,20.800,130.000,35.676,10,10,3,1,None,-10921639,32730.950,32930,30770,32953,12994187,625.384,11.400,0.008,0.842
ID26195,26195,308,113.480,20.280,130.520,35.676,11,11,3,1,None,-10921639,32734.965,32935,30770,32959,12995781,626.462,11.400,0.008,0.838
ID34473,34473,308,115.493,20.280,131.560,35.676,12,12,3,1,None,-10921639,32729.146,32929,30765,32948,12993471,626.408,11.400,0.008,0.838
ID37249,37249,308,117.046,21.840,132.080,35.676,13,13,3,1,None,-10921639,32729.194,32930,30766,32948,12993490,627.751,11.400,0.008,0.827
ID28996,28996,308,111.162,21.840,131.560,35.676,14,14,3,1,None,-10921639,32727.577,32930,30764,32943,12992848,627.323,11.400,0.008,0.830
ID34175,34175,308,107.225,21.840,132.080,35.676,15,15,3,1,None,-10921639,32730.562,32931,30770,32948,12994033,626.482,11.400,0.008,0.836
ID48321,48321,308,101.750,25.846,132.735,31.570,16,16,3,1,None,-10921639,32930.398,32932,32899,32947,13073368,9.961,11.400,5.383E-5,0.356
ID45297,45297,308,114.828,27.284,133.605,30.923,17,17,3,1,None,-10921639,32935.380,32934,32910,32960,13075346,11.317,11.400,1.146E-4,0.667
ID51202,51202,308,118.530,26.052,133.348,30.457,18,18,3,1,None,-10921639,32934.038,32935,32893,32962,13074813,14.814,11.400,1.635E-4,0.727
ID54261,54261,308,118.019,26.922,133.460,30.286,19,19,3,1,None,-10921639,32931.997,32934,32898,32960,13074003,12.872,11.400,1.660E-4,0.849
ID60363,60363,308,91.169,24.390,129.894,31.739,20,20,3,1,None,-10921639,32921.977,32923,32895,32941,13070025,9.129,11.400,6.407E-5,0.462
ID57314,57314,308,105.142,25.534,125.460,31.679,21,21,3,1,None,-10921639,32933.763,32936,32898,32956,13074704,11.249,10.916,9.345E-5,0.547
ID66199,66199,308,100.655,25.375,126.655,31.267,22,22,3,1,None,-10921639,32931.781,32933,32903,32948,13073917,8.586,11.400,9.267E-5,0.711
ID63306,63306,308,100.128,23.307,125.456,31.894,23,23,3,1,None,-10921639,32927.967,32930,32899,32946,13072403,10.165,11.400,1.025E-4,0.664
ID71804,71804,308,102.814,25.918,129.081,31.025,24,24,3,1,None,-10921639,32932.861,32934,32909,32949,13074346,7.729,11.400,8.354E-5,0.712
ID68999,68999,308,103.300,24.496,130.489,31.064,25,25,3,1,None,-10921639,32933.826,32935,32909,32952,13074729,7.703,11.400,9.413E-5,0.805
ID68859,68859,308,100.725,26.537,129.886,29.695,25,25,3,1,None,-10921639,32933.975,32936,32902,32953,13074788,10.167,11.400,9.917E-5,0.642
ID77265,77265,308,101.153,24.960,130.520,29.730,26,26,3,1,None,-10921639,32933.350,32937,32900,32953,13074540,11.428,11.400,9.723E-5,0.560
ID77405,77405,308,99.648,23.821,130.884,30.756,26,26,3,1,None,-10921639,32934.728,32936,32911,32949,13075087,7.336,11.400,8.824E-5,0.792
ID74642,74642,308,98.366,24.273,132.400,31.442,27,27,3,1,None,-10921639,32929.368,32930,32903,32945,13072959,7.634,11.400,7.782E-5,0.671
ID82664,82664,308,102.760,23.057,132.967,31.270,28,28,3,1,None,-10921639,32935.846,32937,32915,32953,13075531,8.460,11.400,8.577E-5,0.668
ID79940,79940,308,101.979,21.792,132.990,30.852,29,29,3,1,None,-10921639,32934.259,32936,32913,32951,13074901,7.508,11.400,8.688E-5,0.762
ID85095,85095,308,100.336,23.431,133.413,30.709,30,30,3,1,None,-10921639,32930.914,32933,32906,32947,13073573,9.773,11.400,8.920E-5,0.601
ID19554,19554,310,119.736,106.308,113.048,14.514,0,0,3,1,None,-10921639,32929.141,32931,32894,32954,13072869,14.104,5.994,3.400E-4,1.587
ID5334,5334,310,115.848,105.833,112.816,15.072,1,1,3,1,None,-10921639,32931.781,32932,32912,32952,13073917,8.861,9.319,3.442E-4,2.558
ID13708,13708,310,121.278,104.902,113.072,14.940,2,2,3,1,None,-10921639,32937.675,32937,32917,32963,13076257,9.529,9.385,3.791E-4,2.620
ID17145,17145,310,126.710,106.250,113.491,15.760,3,3,3,1,None,-10921639,32936.748,32936,32911,32961,13075889,10.294,5.034,3.900E-4,2.495
ID11566,11566,310,125.674,106.664,114.031,16.032,4,4,3,1,None,-10921639,32937.214,32938,32906,32962,13076074,11.832,6.013,3.898E-4,2.170
ID1430,1430,310,120.399,107.820,114.220,15.448,5,5,3,1,None,-10921639,32934.055,32934,32910,32959,13074820,9.762,5.856,3.707E-4,2.500
ID9999,9999,310,112.683,107.007,113.961,15.516,6,6,3,1,None,-10921639,32934.325,32934,32910,32953,13074927,8.484,9.210,3.482E-4,2.703
ID5138,5138,310,120.153,105.715,113.923,14.757,7,7,3,1,None,-10921639,32934.975,32939,32892,32963,13075185,17.028,6.086,3.679E-4,1.423
ID41244,41244,310,125.576,106.485,113.079,14.279,8,8,3,1,None,-10921639,32936.544,32940,32895,32963,13075808,16.682,5.931,3.707E-4,1.463
ID22383,22383,310,113.874,105.656,112.971,16.063,9,9,3,1,None,-10921639,32933.065,32934,32902,32963,13074427,11.750,5.019,3.526E-4,1.976
