Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID56174 : ID65044),10,56174,65044,7.792,21.500,61.235,173.176,15.523,2.791,2.791,None
(ID65044 : ID62146),10,65044,62146,20.625,22.500,60.909,174.009,15.344,4.542,4.542,None
(ID65198 : ID62293),10,65198,62293,2.884,22.500,49.887,184.307,18.478,1.698,1.698,None
(ID62293 : ID70970),10,62293,70970,0.958,23.500,50.155,183.787,18.587,0.979,0.979,None
(ID62146 : ID70689),10,62146,70689,1.224,23.500,60.967,176.422,15.342,1.106,1.106,None
(ID70689 : ID67888),10,70689,67888,2.360,24.500,61.005,177.209,15.613,1.536,1.536,None
(ID70970 : ID68019),10,70970,68019,32.042,24.500,52.297,185.879,18.239,5.661,5.661,None
(ID68019 : ID76566),10,68019,76566,38.582,25.500,51.321,187.501,18.255,6.211,6.211,None
(ID67888 : ID76437),10,67888,76437,56.762,25.500,56.860,177.990,16.531,7.534,7.534,None
(ID76566 : ID73815),10,76566,73815,3.277,26.500,48.386,188.118,19.386,1.810,1.810,None
(ID76437 : ID73709),10,76437,73709,25.879,26.500,52.793,175.684,17.656,5.087,5.087,None
(ID73709 : ID81733),10,73709,81733,1.025,27.500,51.958,173.377,17.857,1.012,1.012,None
(ID73815 : ID81854),10,73815,81854,0.923,27.500,48.216,189.354,19.720,0.961,0.961,None
(ID81733 : ID78922),10,81733,78922,28.066,28.500,53.579,174.966,16.845,5.298,5.298,None
(ID81854 : ID79187),10,81854,79187,1.284,28.500,47.780,190.285,19.557,1.133,1.133,None
(ID79187 : ID84277),10,79187,84277,0.951,29.500,47.705,191.079,19.049,0.975,0.975,None
(ID78922 : ID84140),10,78922,84140,0.619,29.500,55.844,176.560,15.692,0.786,0.786,None
(ID20353 : ID6632),11,20353,6632,1.126,0.500,39.161,215.964,26.533,1.061,1.061,None
(ID6632 : ID14469),11,6632,14469,0.156,1.500,38.594,216.256,26.692,0.395,0.395,None
(ID14469 : ID17861),11,14469,17861,1.089,2.500,38.751,216.563,27.265,1.043,1.043,None
(ID17861 : ID15506),11,17861,15506,1.253,3.500,39.298,217.169,27.840,1.119,1.119,None
(ID15506 : ID2157),11,15506,2157,1.166,4.500,40.051,217.857,27.758,1.080,1.080,None
(ID2157 : ID11293),11,2157,11293,0.410,5.500,40.337,218.295,27.320,0.640,0.640,None
(ID11293 : ID6782),11,11293,6782,1.438,6.500,39.839,217.997,27.079,1.199,1.199,None
(ID6782 : ID41976),11,6782,41976,3.456,7.500,39.809,216.741,26.669,1.859,1.859,None
(ID41976 : ID23028),11,41976,23028,0.605,8.500,40.098,215.588,26.364,0.778,0.778,None
(ID23028 : ID39570),11,23028,39570,0.888,9.500,39.937,215.296,26.900,0.942,0.942,None
(ID39570 : ID25804),11,39570,25804,3.060,10.500,39.030,215.719,27.166,1.749,1.749,None
(ID25804 : ID33816),11,25804,33816,1.397,11.500,38.487,216.592,27.070,1.182,1.182,None
(ID33816 : ID36864),11,33816,36864,0.298,12.500,38.716,217.303,27.361,0.546,0.546,None
(ID36864 : ID28594),11,36864,28594,0.545,13.500,38.396,217.448,27.364,0.739,0.739,None
(ID28594 : ID33410),11,28594,33410,4.006,14.500,39.085,217.326,27.213,2.002,2.002,None
(ID33410 : ID48072),11,33410,48072,5.520,15.500,39.339,216.336,27.382,2.349,2.349,None
(ID33410 : ID48075),11,33410,48075,5.144,15.500,39.984,218.328,27.564,2.268,2.268,None
(ID48075 : ID45054),11,48075,45054,8.006,16.500,40.265,220.741,28.191,2.829,2.829,None
(ID48072 : ID45048),11,48072,45048,2.025,16.500,38.777,214.746,27.532,1.423,1.423,None
(ID45054 : ID51258),11,45054,51258,23.488,17.500,38.534,222.960,29.304,4.846,4.846,None
(ID45048 : ID51098),11,45048,51098,3.871,17.500,38.099,213.587,27.485,1.967,1.967,None
(ID51258 : ID54310),11,51258,54310,0.759,18.500,36.453,223.498,30.337,0.871,0.871,None
(ID51098 : ID54141),11,51098,54141,3.968,18.500,38.145,212.729,27.260,1.992,1.992,None
(ID54141 : ID59937),11,54141,59937,9.823,19.500,39.821,211.115,26.514,3.134,3.134,None
(ID54310 : ID60273),11,54310,60273,7.540,19.500,36.760,221.880,30.115,2.746,2.746,None
(ID60273 : ID57226),11,60273,57226,1.262,20.500,36.496,220.567,29.514,1.123,1.123,None
(ID59937 : ID56746),11,59937,56746,15.978,20.500,40.952,208.190,24.926,3.997,3.997,None
(ID57226 : ID66105),11,57226,66105,16.909,21.500,33.996,220.304,29.977,4.112,4.112,None
(ID56746 : ID65627),11,56746,65627,8.996,21.500,42.137,207.742,23.838,2.999,2.999,None
(ID65627 : ID62889),11,65627,62889,20.642,22.500,40.915,209.370,24.654,4.543,4.543,None
(ID66105 : ID63233),11,66105,63233,4.445,22.500,32.138,221.115,30.329,2.108,2.108,None
(ID63233 : ID71849),11,63233,71849,1.785,23.500,32.114,221.725,30.597,1.336,1.336,None
(ID62889 : ID71423),11,62889,71423,0.737,23.500,39.269,209.627,25.668,0.858,0.858,None
(ID71423 : ID68594),11,71423,68594,3.899,24.500,39.077,210.284,25.914,1.975,1.975,None
(ID71849 : ID68918),11,71849,68918,16.905,24.500,33.532,222.344,30.217,4.112,4.112,None
(ID68918 : ID77328),11,68918,77328,4.899,25.500,34.722,224.417,29.456,2.213,2.213,None
(ID68594 : ID76870),11,68594,76870,19.910,25.500,40.291,210.394,24.929,4.462,4.462,None
(ID76870 : ID74254),11,76870,74254,4.125,26.500,42.051,210.630,24.260,2.031,2.031,None
(ID77328 : ID74568),11,77328,74568,5.037,26.500,34.681,226.472,29.960,2.244,2.244,None
(ID74254 : ID82283),11,74254,82283,3.619,27.500,41.318,212.149,24.950,1.902,1.902,None
(ID74568 : ID82590),11,74568,82590,3.220,27.500,34.560,228.262,30.460,1.794,1.794,None
(ID82283 : ID79573),11,82283,79573,11.902,28.500,39.941,214.313,25.503,3.450,3.450,None
(ID82590 : ID79872),11,82590,79872,1.954,28.500,33.730,229.588,30.423,1.398,1.398,None
(ID79872 : ID85149),11,79872,85149,1.210,29.500,33.545,230.637,30.194,1.100,1.100,None
(ID79573 : ID84696),11,79573,84696,6.358,29.500,39.949,215.280,24.952,2.521,2.521,None
(ID20354 : ID6909),12,20354,6909,0.835,0.500,103.547,219.339,26.887,0.914,0.914,None
(ID6909 : ID14470),12,6909,14470,2.230,1.500,102.628,219.449,27.511,1.493,1.493,None
(ID14470 : ID17862),12,14470,17862,3.121,2.500,102.782,219.427,27.556,1.767,1.767,None
(ID17862 : ID15508),12,17862,15508,0.952,3.500,103.726,219.859,27.549,0.976,0.976,None
(ID15508 : ID2159),12,15508,2159,1.062,4.500,103.914,220.531,27.284,1.030,1.030,None
(ID2159 : ID11294),12,2159,11294,0.336,5.500,104.296,220.834,26.885,0.580,0.580,None
(ID11294 : ID6784),12,11294,6784,3.258,6.500,103.716,220.625,26.895,1.805,1.805,None
(ID6784 : ID41978),12,6784,41978,2.384,7.500,103.074,219.608,26.739,1.544,1.544,None
(ID41978 : ID23159),12,41978,23159,1.859,8.500,103.271,218.251,26.895,1.363,1.363,None
(ID23159 : ID39571),12,23159,39571,1.512,9.500,102.639,217.633,27.161,1.230,1.230,None
(ID39571 : ID25807),12,39571,25807,2.642,10.500,101.580,218.319,27.192,1.626,1.626,None
(ID25807 : ID33818),12,25807,33818,1.500,11.500,101.377,219.293,27.710,1.225,1.225,None
(ID33818 : ID36865),12,33818,36865,0.144,12.500,101.644,219.585,28.000,0.380,0.380,None
(ID36865 : ID28596),12,36865,28596,0.118,13.500,101.564,219.485,27.908,0.344,0.344,None
(ID28596 : ID33412),12,28596,33412,4.655,14.500,102.535,219.446,28.029,2.158,2.158,None
(ID33412 : ID48074),12,33412,48074,2.686,15.500,103.026,218.952,27.901,1.639,1.639,None
(ID33412 : ID48233),12,33412,48233,3.619,15.500,104.253,220.049,28.498,1.902,1.902,None
(ID48233 : ID45057),12,48233,45057,23.490,16.500,103.908,222.732,28.368,4.847,4.847,None
(ID48074 : ID44875),12,48074,44875,7.911,16.500,101.454,217.584,27.165,2.813,2.813,None
(ID44875 : ID50958),12,44875,50958,0.402,17.500,100.341,216.479,26.567,0.634,0.634,None
(ID45057 : ID51103),12,45057,51103,4.103,17.500,103.632,224.201,28.067,2.026,2.026,None
(ID50958 : ID53995),12,50958,53995,1.393,18.500,100.515,215.683,26.597,1.180,1.180,None
(ID51103 : ID54149),12,51103,54149,2.625,18.500,104.155,222.751,28.229,1.620,1.620,None
(ID54149 : ID59944),12,54149,59944,10.155,19.500,104.128,220.770,27.086,3.187,3.187,None
(ID53995 : ID59938),12,53995,59938,12.005,19.500,101.267,213.675,25.908,3.465,3.465,None
(ID59938 : ID56747),12,59938,56747,12.810,20.500,101.556,210.589,24.354,3.579,3.579,None
(ID59944 : ID56753),12,59944,56753,17.815,20.500,103.506,217.818,25.172,4.221,4.221,None
(ID56747 : ID65489),12,56747,65489,8.890,21.500,101.351,207.603,23.034,2.982,2.982,None
(ID56753 : ID65631),12,56753,65631,9.740,21.500,102.595,214.553,23.938,3.121,3.121,None
(ID65489 : ID62594),12,65489,62594,1.681,22.500,101.263,205.563,22.646,1.296,1.296,None
(ID65489 : ID62738),12,65489,62738,2.147,22.500,101.475,205.501,22.676,1.465,1.465,None
(ID65631 : ID62741),12,65631,62741,1.971,22.500,102.337,212.352,23.644,1.404,1.404,None
(ID62738 : ID71268),12,62738,71268,0.910,23.500,101.749,205.211,23.039,0.954,0.954,None
(ID62741 : ID71273),12,62741,71273,1.291,23.500,102.089,212.168,23.943,1.136,1.136,None
(ID71268 : ID68281),12,71268,68281,5.886,24.500,101.628,206.777,22.976,2.426,2.426,None
(ID71273 : ID68431),12,71273,68431,5.951,24.500,102.064,213.880,24.319,2.439,2.439,None
(ID68281 : ID76871),12,68281,76871,5.056,25.500,101.274,208.947,23.167,2.249,2.249,None
(ID68431 : ID77017),12,68431,77017,6.926,25.500,102.037,216.224,25.112,2.632,2.632,None
(ID77017 : ID74258),12,77017,74258,2.429,26.500,102.017,218.109,25.575,1.558,1.558,None
(ID76871 : ID74104),12,76871,74104,2.735,26.500,101.402,210.670,23.979,1.654,1.654,None
(ID74104 : ID82140),12,74104,82140,4.099,27.500,100.918,211.991,23.986,2.025,2.025,None
(ID74258 : ID82288),12,74258,82288,3.230,27.500,101.659,219.615,25.217,1.797,1.797,None
(ID82140 : ID79316),12,82140,79316,3.458,28.500,100.321,213.304,23.061,1.860,1.860,None
(ID82288 : ID79441),12,82288,79441,2.910,28.500,101.004,221.035,24.552,1.706,1.706,None
(ID79441 : ID84702),12,79441,84702,0.957,29.500,101.266,221.830,24.148,0.978,0.978,None
(ID79316 : ID84694),12,79316,84694,0.983,29.500,100.742,214.159,22.845,0.991,0.991,None
(ID19845 : ID5629),13,19845,5629,0.661,0.500,54.008,191.480,18.077,0.813,0.813,None
(ID5629 : ID13858),13,5629,13858,1.250,1.500,53.129,191.757,18.214,1.118,1.118,None
(ID13858 : ID17275),13,13858,17275,0.649,2.500,53.025,191.985,18.393,0.806,0.806,None
(ID17275 : ID12069),13,17275,12069,0.392,3.500,53.577,192.038,18.762,0.626,0.626,None
(ID12069 : ID1585),13,12069,1585,2.706,4.500,54.479,192.471,18.801,1.645,1.645,None
(ID1585 : ID10274),13,1585,10274,0.873,5.500,54.810,192.631,18.422,0.935,0.935,None
(ID10274 : ID5661),13,10274,5661,0.891,6.500,54.126,192.104,18.345,0.944,0.944,None
(ID5661 : ID41499),13,5661,41499,2.331,7.500,54.158,191.112,18.165,1.527,1.527,None
(ID41499 : ID22650),13,41499,22650,2.900,8.500,54.421,189.808,18.402,1.703,1.703,None
(ID22650 : ID39050),13,22650,39050,1.498,9.500,53.764,189.150,19.047,1.224,1.224,None
(ID39050 : ID25181),13,39050,25181,3.781,10.500,52.738,189.983,18.871,1.944,1.944,None
(ID25181 : ID32600),13,25181,32600,1.000,11.500,52.414,191.289,18.642,1.000,1.000,None
(ID32600 : ID36344),13,32600,36344,0.365,12.500,52.488,191.916,18.976,0.604,0.604,None
(ID36344 : ID28102),13,36344,28102,0.247,13.500,52.303,191.918,19.107,0.497,0.497,None
(ID28102 : ID32171),13,28102,32171,3.258,14.500,52.956,192.165,18.879,1.805,1.805,None
(ID32171 : ID47498),13,32171,47498,13.266,15.500,53.346,194.239,19.330,3.642,3.642,None
(ID32171 : ID47368),13,32171,47368,7.329,15.500,53.679,191.225,18.536,2.707,2.707,None
(ID47498 : ID44428),13,47498,44428,6.518,16.500,53.046,197.190,20.002,2.553,2.553,None
(ID47368 : ID44281),13,47368,44281,0.407,16.500,53.748,189.623,18.343,0.638,0.638,None
(ID44281 : ID50359),13,44281,50359,2.855,17.500,53.058,189.325,18.396,1.690,1.690,None
(ID44428 : ID50488),13,44428,50488,1.370,17.500,52.703,198.802,20.032,1.171,1.171,None
(ID50488 : ID53533),13,50488,53533,5.453,18.500,53.121,198.413,19.719,2.335,2.335,None
(ID50359 : ID53406),13,50359,53406,2.559,18.500,52.950,189.050,18.207,1.600,1.600,None
(ID53533 : ID59528),13,53533,59528,2.265,19.500,53.476,198.154,19.752,1.505,1.505,None
(ID53406 : ID59395),13,53406,59395,10.142,19.500,54.179,187.290,17.910,3.185,3.185,None
(ID59528 : ID56439),13,59528,56439,22.314,20.500,51.928,200.753,19.838,4.724,4.724,None
(ID59395 : ID56294),13,59395,56294,11.492,20.500,54.712,184.121,17.452,3.390,3.390,None
(ID56294 : ID65196),13,56294,65196,5.090,21.500,54.868,181.342,17.058,2.256,2.256,None
(ID56439 : ID65341),13,56439,65341,3.593,21.500,51.846,202.979,19.610,1.895,1.895,None
(ID65341 : ID62304),13,65341,62304,8.339,22.500,53.336,201.819,19.114,2.888,2.888,None
(ID65196 : ID62291),13,65196,62291,18.429,22.500,52.990,179.516,17.381,4.293,4.293,None
(ID62304 : ID70982),13,62304,70982,0.492,23.500,53.856,200.766,18.959,0.702,0.702,None
(ID62291 : ID70846),13,62291,70846,22.305,23.500,52.798,177.286,17.794,4.723,4.723,None
(ID70982 : ID68145),13,70982,68145,6.403,24.500,53.129,202.023,19.372,2.530,2.530,None
(ID68145 : ID76573),13,68145,76573,3.326,25.500,52.295,203.970,19.559,1.824,1.824,None
(ID76573 : ID73821),13,76573,73821,9.606,26.500,51.542,203.502,19.998,3.099,3.099,None
(ID73821 : ID81863),13,73821,81863,2.070,27.500,50.596,202.773,20.369,1.439,1.439,None
(ID81863 : ID79197),13,81863,79197,0.661,28.500,50.126,203.793,20.329,0.813,0.813,None
(ID79197 : ID84412),13,79197,84412,1.334,29.500,49.821,204.626,19.985,1.155,1.155,None
(ID19736 : ID5410),14,19736,5410,1.061,0.500,60.982,193.290,16.579,1.030,1.030,None
(ID5410 : ID13859),14,5410,13859,0.805,1.500,60.108,193.302,16.863,0.897,0.897,None
(ID13859 : ID17276),14,13859,17276,0.814,2.500,60.156,193.213,17.185,0.902,0.902,None
(ID17276 : ID11835),14,17276,11835,0.614,3.500,60.898,193.249,17.549,0.783,0.783,None
(ID11835 : ID1586),14,11835,1586,2.047,4.500,61.716,193.727,17.626,1.431,1.431,None
(ID1586 : ID10276),14,1586,10276,1.037,5.500,61.926,193.886,17.201,1.018,1.018,None
(ID10276 : ID5454),14,10276,5454,1.319,6.500,61.059,193.526,16.890,1.148,1.148,None
(ID5454 : ID41415),14,5454,41415,3.520,7.500,60.848,192.654,16.595,1.876,1.876,None
(ID41415 : ID22524),14,41415,22524,1.140,8.500,61.179,191.528,16.791,1.068,1.068,None
(ID22524 : ID38931),14,22524,38931,1.132,9.500,60.638,191.319,17.344,1.064,1.064,None
(ID38931 : ID25182),14,38931,25182,2.398,10.500,59.822,192.052,17.152,1.549,1.549,None
(ID25182 : ID32602),14,25182,32602,1.717,11.500,59.400,193.277,17.133,1.310,1.310,None
(ID32602 : ID36240),14,32602,36240,0.258,12.500,59.282,194.020,17.609,0.508,0.508,None
(ID36240 : ID27986),14,36240,27986,0.231,13.500,59.078,194.292,17.735,0.481,0.481,None
(ID27986 : ID32175),14,27986,32175,1.934,14.500,59.566,194.454,17.622,1.391,1.391,None
(ID32175 : ID47370),14,32175,47370,5.724,15.500,60.809,193.454,17.707,2.393,2.393,None
(ID32175 : ID47372),14,32175,47372,6.275,15.500,59.973,195.722,17.697,2.505,2.505,None
(ID47372 : ID44286),14,47372,44286,3.120,16.500,59.522,197.791,17.961,1.766,1.766,None
(ID47370 : ID44158),14,47370,44158,5.569,16.500,61.999,191.708,17.127,2.360,2.360,None
(ID44286 : ID50363),14,44286,50363,10.564,17.500,57.879,199.294,18.308,3.250,3.250,None
(ID44158 : ID50233),14,44158,50233,5.034,17.500,61.520,191.116,16.412,2.244,2.244,None
(ID50363 : ID53409),14,50363,53409,4.529,18.500,57.121,199.162,18.417,2.128,2.128,None
(ID50233 : ID53279),14,50233,53279,1.223,18.500,60.753,190.790,16.385,1.106,1.106,None
(ID53279 : ID59286),14,53279,59286,24.723,19.500,62.691,192.272,16.500,4.972,4.972,None
(ID53409 : ID59399),14,53409,59399,10.762,19.500,58.275,196.804,18.232,3.281,3.281,None
(ID59399 : ID56301),14,59399,56301,20.653,20.500,57.516,193.311,17.866,4.545,4.545,None
(ID59286 : ID56190),14,59286,56190,13.655,20.500,63.768,195.955,16.678,3.695,3.695,None
(ID59399 : ID56302),14,59399,56302,9.499,20.500,58.966,193.759,17.739,3.082,3.082,None
(ID56302 : ID65058),14,56302,65058,12.545,21.500,59.535,190.575,17.049,3.542,3.542,None
(ID56301 : ID65200),14,56301,65200,6.012,21.500,55.230,190.853,17.702,2.452,2.452,None
(ID56190 : ID65208),14,56190,65208,22.847,21.500,62.644,199.987,17.213,4.780,4.780,None
(ID65058 : ID62154),14,65058,62154,3.850,22.500,59.803,187.927,16.448,1.962,1.962,None
(ID65208 : ID62302),14,65208,62302,5.210,22.500,62.352,201.183,17.434,2.282,2.282,None
(ID65200 : ID62296),14,65200,62296,1.680,22.500,53.938,189.704,17.690,1.296,1.296,None
(ID62154 : ID70698),14,62154,70698,0.541,23.500,60.034,187.205,16.261,0.735,0.735,None
(ID62302 : ID70859),14,62302,70859,0.339,23.500,62.958,200.057,17.169,0.582,0.582,None
(ID62296 : ID70853),14,62296,70853,0.684,23.500,53.909,189.369,17.829,0.827,0.827,None
(ID70853 : ID68021),14,70853,68021,5.186,24.500,53.240,190.406,18.151,2.277,2.277,None
(ID70859 : ID68028),14,70859,68028,3.736,24.500,62.681,200.774,17.268,1.933,1.933,None
(ID70698 : ID68020),14,70698,68020,2.002,24.500,59.874,187.958,16.500,1.415,1.415,None
(ID68021 : ID76442),14,68021,76442,3.797,25.500,52.123,192.097,18.354,1.949,1.949,None
(ID68020 : ID76441),14,68020,76441,31.117,25.500,56.707,188.889,17.026,5.578,5.578,None
(ID68028 : ID76331),14,68028,76331,12.392,25.500,63.560,200.878,16.608,3.520,3.520,None
(ID76331 : ID73717),14,76331,73717,18.635,26.500,63.959,198.429,16.517,4.317,4.317,None
(ID76441 : ID73712),14,76441,73712,24.777,26.500,54.384,186.820,17.518,4.978,4.978,None
(ID76442 : ID73817),14,76442,73817,5.691,26.500,51.539,194.066,18.981,2.386,2.386,None
(ID73817 : ID81857),14,73817,81857,1.372,27.500,50.970,195.636,19.435,1.171,1.171,None
(ID73717 : ID81745),14,73717,81745,2.250,27.500,62.511,197.271,17.038,1.500,1.500,None
(ID73712 : ID81738),14,73712,81738,1.957,27.500,54.389,184.935,17.551,1.399,1.399,None
(ID81857 : ID79191),14,81857,79191,0.762,28.500,50.680,196.557,19.232,0.873,0.873,None
(ID81745 : ID78937),14,81745,78937,1.970,28.500,61.664,198.427,16.823,1.404,1.404,None
(ID81738 : ID79055),14,81738,79055,2.446,28.500,53.592,186.175,17.419,1.564,1.564,None
(ID78937 : ID84152),14,78937,84152,1.999,29.500,61.372,199.600,16.467,1.414,1.414,None
(ID79055 : ID84145),14,79055,84145,0.735,29.500,53.403,186.888,16.955,0.858,0.858,None
(ID79191 : ID84279),14,79191,84279,0.991,29.500,50.659,197.192,18.618,0.996,0.996,None
(ID20589 : ID7143),15,20589,7143,0.600,0.500,105.645,229.973,29.349,0.774,0.774,None
(ID7143 : ID14584),15,7143,14584,2.433,1.500,104.556,230.046,29.244,1.560,1.560,None
(ID14584 : ID17991),15,14584,17991,3.790,2.500,104.759,230.067,29.215,1.947,1.947,None
(ID17991 : ID16118),15,17991,16118,0.695,3.500,105.569,230.498,29.608,0.834,0.834,None
(ID16118 : ID2295),15,16118,2295,0.614,4.500,105.477,230.909,29.468,0.784,0.784,None
(ID2295 : ID11545),15,2295,11545,0.594,5.500,105.822,231.253,29.119,0.771,0.771,None
(ID2295 : ID11302),15,2295,11302,3.792,5.500,106.144,231.711,28.823,1.947,1.947,None
(ID11545 : ID7066),15,11545,7066,4.240,6.500,105.216,231.007,29.210,2.059,2.059,None
(ID11302 : ID6789),15,11302,6789,3.359,6.500,105.914,232.066,28.576,1.833,1.833,None
(ID7066 : ID42245),15,7066,42245,2.372,7.500,104.629,229.842,29.074,1.540,1.540,None
(ID42245 : ID23294),15,42245,23294,1.102,8.500,104.774,228.785,29.188,1.050,1.050,None
(ID23294 : ID39708),15,23294,39708,0.518,9.500,104.260,228.512,29.505,0.720,0.720,None
(ID39708 : ID25931),15,39708,25931,3.375,10.500,103.592,229.458,29.708,1.837,1.837,None
(ID25931 : ID34128),15,25931,34128,1.996,11.500,103.643,230.861,30.093,1.413,1.413,None
(ID34128 : ID36991),15,34128,36991,0.346,12.500,104.124,231.263,30.056,0.588,0.588,None
(ID36991 : ID28736),15,36991,28736,0.210,13.500,104.102,230.919,29.909,0.458,0.458,None
(ID28736 : ID33640),15,28736,33640,4.905,14.500,105.064,230.795,30.191,2.215,2.215,None
(ID33640 : ID48363),15,33640,48363,3.702,15.500,106.303,231.761,30.660,1.924,1.924,None
(ID33640 : ID48238),15,33640,48238,9.780,15.500,106.366,229.345,30.026,3.127,3.127,None
(ID48238 : ID45222),15,48238,45222,2.450,16.500,106.629,227.062,29.614,1.565,1.565,None
(ID48363 : ID45345),15,48363,45345,4.213,16.500,106.534,233.694,31.013,2.052,2.052,None
(ID45222 : ID51259),15,45222,51259,3.502,17.500,107.076,225.442,29.686,1.871,1.871,None
(ID45345 : ID51376),15,45345,51376,0.572,17.500,106.989,234.739,31.136,0.757,0.757,None
(ID51259 : ID54312),15,51259,54312,0.565,18.500,107.325,224.258,29.788,0.751,0.751,None
(ID51376 : ID54317),15,51376,54317,17.731,18.500,105.525,234.367,30.223,4.211,4.211,None
(ID54312 : ID60121),15,54312,60121,9.697,19.500,107.375,222.699,28.824,3.114,3.114,None
(ID54317 : ID60130),15,54317,60130,13.712,19.500,103.637,232.393,28.310,3.703,3.703,None
(ID60121 : ID56911),15,60121,56911,11.868,20.500,107.260,219.900,27.270,3.445,3.445,None
(ID60130 : ID57076),15,60130,57076,12.809,20.500,103.874,232.525,27.788,3.579,3.579,None
(ID57076 : ID65953),15,57076,65953,10.352,21.500,104.300,235.836,28.171,3.217,3.217,None
(ID56911 : ID65946),15,56911,65946,15.093,21.500,107.354,220.099,27.326,3.885,3.885,None
(ID65946 : ID63066),15,65946,63066,4.602,22.500,107.693,220.812,28.025,2.145,2.145,None
(ID65953 : ID63078),15,65953,63078,5.978,22.500,104.480,236.234,27.894,2.445,2.445,None
(ID63078 : ID71576),15,63078,71576,0.718,23.500,104.597,235.117,28.088,0.848,0.848,None
(ID63066 : ID71568),15,63066,71568,2.172,23.500,108.008,220.095,28.589,1.474,1.474,None
