Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID32414 : ID47510),20,32414,47510,7.669,15.500,83.646,209.639,19.276,2.769,2.769,None
(ID32414 : ID47509),20,32414,47509,1.648,15.500,85.606,209.464,19.498,1.284,1.284,None
(ID47509 : ID44437),20,47509,44437,4.374,16.500,87.234,209.825,19.690,2.091,2.091,None
(ID47510 : ID44294),20,47510,44294,2.799,16.500,81.553,209.889,18.701,1.673,1.673,None
(ID44294 : ID50372),20,44294,50372,4.162,17.500,79.800,209.602,18.380,2.040,2.040,None
(ID44437 : ID50495),20,44437,50495,1.072,17.500,88.124,210.551,20.015,1.035,1.035,None
(ID50372 : ID53417),20,50372,53417,1.190,18.500,79.253,209.058,18.465,1.091,1.091,None
(ID50495 : ID53539),20,50495,53539,0.932,18.500,88.159,210.583,20.183,0.965,0.965,None
(ID53417 : ID59406),20,53417,59406,6.826,19.500,80.066,207.574,18.089,2.613,2.613,None
(ID53539 : ID59534),20,53539,59534,8.885,19.500,88.630,208.733,19.807,2.981,2.981,None
(ID59534 : ID56446),20,59534,56446,14.405,20.500,90.178,208.783,19.190,3.795,3.795,None
(ID59406 : ID56197),20,59406,56197,5.658,20.500,79.604,207.006,17.050,2.379,2.379,None
(ID56197 : ID65070),20,56197,65070,6.622,21.500,78.555,208.869,16.611,2.573,2.573,None
(ID56446 : ID65346),20,56446,65346,3.896,21.500,92.379,210.324,18.969,1.974,1.974,None
(ID65346 : ID62449),20,65346,62449,4.037,22.500,93.441,209.427,19.046,2.009,2.009,None
(ID65070 : ID62169),20,65070,62169,7.152,22.500,78.329,208.813,16.525,2.674,2.674,None
(ID62169 : ID70712),20,62169,70712,0.169,23.500,78.346,207.402,16.459,0.411,0.411,None
(ID62449 : ID70987),20,62449,70987,0.732,23.500,93.532,208.610,19.536,0.856,0.856,None
(ID70987 : ID68149),20,70987,68149,3.665,24.500,93.273,209.699,19.788,1.915,1.915,None
(ID70712 : ID67911),20,70712,67911,4.332,24.500,77.798,208.172,16.714,2.081,2.081,None
(ID67911 : ID76455),20,67911,76455,35.405,25.500,74.284,209.415,17.003,5.950,5.950,None
(ID68149 : ID76576),20,68149,76576,6.071,25.500,92.786,211.788,19.930,2.464,2.464,None
(ID76455 : ID73729),20,76455,73729,3.045,26.500,71.469,210.569,17.591,1.745,1.745,None
(ID76576 : ID73828),20,76576,73828,3.754,26.500,92.826,213.901,20.174,1.937,1.937,None
(ID73828 : ID81872),20,73828,81872,3.280,27.500,92.480,215.496,20.023,1.811,1.811,None
(ID73729 : ID81754),20,73729,81754,2.283,27.500,71.219,211.988,17.840,1.511,1.511,None
(ID81872 : ID79208),20,81872,79208,1.416,28.500,91.965,216.726,19.750,1.190,1.190,None
(ID81754 : ID79074),20,81754,79074,1.359,28.500,70.593,213.157,17.697,1.166,1.166,None
(ID79208 : ID84418),20,79208,84418,1.525,29.500,91.916,217.843,19.351,1.235,1.235,None
(ID79074 : ID84294),20,79074,84294,46.946,29.500,68.973,216.822,17.759,6.852,6.852,None
(ID20496 : ID6930),23,20496,6930,2.151,0.500,113.717,4.202,29.607,1.467,1.467,None
(ID6930 : ID14483),23,6930,14483,0.191,1.500,113.141,4.207,29.808,0.437,0.437,None
(ID14483 : ID17879),23,14483,17879,0.411,2.500,113.319,4.314,29.785,0.641,0.641,None
(ID17879 : ID15534),23,17879,15534,1.398,3.500,113.987,4.483,29.990,1.182,1.182,None
(ID15534 : ID2174),23,15534,2174,0.426,4.500,114.817,4.433,29.964,0.652,0.652,None
(ID2174 : ID11327),23,2174,11327,1.917,5.500,114.407,4.418,29.707,1.385,1.385,None
(ID11327 : ID6815),23,11327,6815,1.295,6.500,113.257,4.074,29.815,1.138,1.138,None
(ID6815 : ID42122),23,6815,42122,0.157,7.500,112.695,3.671,30.104,0.396,0.396,None
(ID42122 : ID23178),23,42122,23178,0.860,8.500,112.327,3.872,30.318,0.927,0.927,None
(ID23178 : ID39589),23,23178,39589,1.664,9.500,111.617,4.151,29.969,1.290,1.290,None
(ID39589 : ID25823),23,39589,25823,1.495,10.500,110.663,3.962,29.199,1.223,1.223,None
(ID25823 : ID33614),23,25823,33614,0.133,11.500,110.148,3.709,28.781,0.364,0.364,None
(ID33614 : ID36883),23,33614,36883,2.125,12.500,110.212,3.835,29.339,1.458,1.458,None
(ID36883 : ID28609),23,36883,28609,0.147,13.500,110.261,4.025,29.839,0.383,0.383,None
(ID28609 : ID33440),23,28609,33440,22.330,14.500,111.546,1.977,29.696,4.725,4.725,None
(ID28609 : ID33192),23,28609,33192,8.814,14.500,110.471,5.298,29.071,2.969,2.969,None
(ID33440 : ID48245),23,33440,48245,3.928,15.500,112.840,0.000,30.721,1.982,1.982,None
(ID33192 : ID47950),23,33192,47950,2.490,15.500,110.330,7.336,28.585,1.578,1.578,None
(ID47950 : ID44902),23,47950,44902,1.543,16.500,110.250,8.522,28.436,1.242,1.242,None
(ID48245 : ID45234),23,48245,45234,0.000,16.500,112.840,0.000,31.712,0.000,0.000,None
(ID45234 : ID51268),23,45234,51268,1.082,17.500,112.320,0.000,31.712,1.040,1.040,None
(ID44902 : ID50990),23,44902,50990,3.280,17.500,109.693,8.683,28.279,1.811,1.811,None
(ID51268 : ID54324),23,51268,54324,0.270,18.500,112.060,0.000,31.712,0.520,0.520,None
(ID50990 : ID54028),23,50990,54028,3.721,18.500,109.712,7.936,28.533,1.929,1.929,None
(ID54028 : ID59977),23,54028,59977,0.325,19.500,110.670,7.257,28.649,0.570,0.570,None
(ID59977 : ID56931),23,59977,56931,1.335,20.500,110.898,6.561,28.247,1.155,1.155,None
(ID56931 : ID65809),23,56931,65809,0.462,21.500,110.820,5.858,27.867,0.679,0.679,None
(ID65809 : ID62919),23,65809,62919,0.189,22.500,110.446,5.707,27.791,0.435,0.435,None
(ID62919 : ID71453),23,62919,71453,1.486,23.500,110.635,6.071,28.159,1.219,1.219,None
(ID71453 : ID68625),23,71453,68625,0.622,24.500,110.707,6.411,28.333,0.789,0.789,None
(ID68625 : ID77045),23,68625,77045,1.171,25.500,109.996,6.695,27.802,1.082,1.082,None
(ID77045 : ID74281),23,77045,74281,0.602,26.500,109.895,7.006,27.701,0.776,0.776,None
(ID74281 : ID82309),23,74281,82309,1.050,27.500,109.845,7.248,27.547,1.025,1.025,None
(ID82309 : ID79468),23,82309,79468,1.478,28.500,108.923,7.443,26.967,1.216,1.216,None
(ID79468 : ID84728),23,79468,84728,1.127,29.500,108.815,7.463,26.425,1.061,1.061,None
(ID20500 : ID6942),25,20500,6942,1.586,0.500,117.224,11.257,29.286,1.260,1.260,None
(ID6942 : ID14487),25,6942,14487,0.008,1.500,116.581,11.195,29.427,0.090,0.090,None
(ID14487 : ID17883),25,14487,17883,0.325,2.500,116.683,11.398,29.569,0.570,0.570,None
(ID17883 : ID15541),25,17883,15541,1.268,3.500,117.356,11.756,29.637,1.126,1.126,None
(ID15541 : ID2178),25,15541,2178,1.248,4.500,118.444,11.790,29.495,1.117,1.117,None
(ID2178 : ID11335),25,2178,11335,1.790,5.500,118.325,11.757,29.479,1.338,1.338,None
(ID11335 : ID6832),25,11335,6832,1.779,6.500,117.152,11.392,29.549,1.334,1.334,None
(ID6832 : ID42130),25,6832,42130,0.516,7.500,116.837,10.688,29.653,0.719,0.719,None
(ID42130 : ID23181),25,42130,23181,0.851,8.500,116.682,10.462,30.061,0.923,0.923,None
(ID23181 : ID39591),25,23181,39591,0.971,9.500,115.909,10.607,30.118,0.986,0.986,None
(ID39591 : ID25827),25,39591,25827,1.426,10.500,114.979,10.665,29.569,1.194,1.194,None
(ID25827 : ID33871),25,25827,33871,0.142,11.500,114.352,10.530,29.368,0.377,0.377,None
(ID33871 : ID36886),25,33871,36886,0.200,12.500,114.215,10.482,29.694,0.447,0.447,None
(ID36886 : ID28614),25,36886,28614,0.620,13.500,114.089,10.560,29.532,0.788,0.788,None
(ID28614 : ID33206),25,28614,33206,7.123,14.500,114.049,11.816,28.636,2.669,2.669,None
(ID28614 : ID33448),25,28614,33448,18.707,14.500,115.258,8.949,29.763,4.325,4.325,None
(ID33448 : ID48248),25,33448,48248,1.807,15.500,116.755,6.896,30.851,1.344,1.344,None
(ID33206 : ID47959),25,33206,47959,1.224,15.500,113.874,13.486,28.350,1.106,1.106,None
(ID48248 : ID45236),25,48248,45236,1.594,16.500,117.360,5.995,31.455,1.263,1.263,None
(ID47959 : ID44905),25,47959,44905,0.465,16.500,113.808,14.026,28.305,0.682,0.682,None
(ID45236 : ID51270),25,45236,51270,2.078,17.500,117.061,5.307,31.454,1.442,1.442,None
(ID44905 : ID50994),25,44905,50994,3.502,17.500,113.107,13.801,28.117,1.871,1.871,None
(ID50994 : ID54030),25,50994,54030,3.243,18.500,113.027,13.058,28.275,1.801,1.801,None
(ID51270 : ID54326),25,51270,54326,2.026,18.500,117.032,4.902,31.130,1.423,1.423,None
(ID54326 : ID60142),25,54326,60142,0.643,19.500,117.916,4.454,30.713,0.802,0.802,None
(ID54030 : ID59983),25,54030,59983,0.666,19.500,114.120,12.361,28.341,0.816,0.816,None
(ID60142 : ID57091),25,60142,57091,0.442,20.500,118.272,4.106,30.204,0.665,0.665,None
(ID59983 : ID56935),25,59983,56935,0.945,20.500,114.612,11.768,28.022,0.972,0.972,None
(ID56935 : ID65814),25,56935,65814,0.818,21.500,114.831,11.094,27.432,0.905,0.905,None
(ID57091 : ID65961),25,57091,65961,0.726,21.500,118.089,3.916,30.200,0.852,0.852,None
(ID65961 : ID63090),25,65961,63090,0.945,22.500,117.572,4.116,30.152,0.972,0.972,None
(ID65814 : ID62924),25,65814,62924,0.289,22.500,114.612,10.628,27.136,0.538,0.538,None
(ID63090 : ID71740),25,63090,71740,1.626,23.500,117.700,4.690,30.272,1.275,1.275,None
(ID62924 : ID71460),25,62924,71460,0.743,23.500,114.631,10.856,27.168,0.862,0.862,None
(ID71460 : ID68631),25,71460,68631,1.030,24.500,114.561,11.574,27.220,1.015,1.015,None
(ID71740 : ID68778),25,71740,68778,2.010,24.500,117.483,5.016,30.289,1.418,1.418,None
(ID68778 : ID77189),25,68778,77189,0.402,25.500,116.691,5.219,29.720,0.634,0.634,None
(ID68631 : ID76902),25,68631,76902,0.804,25.500,113.897,12.082,26.941,0.897,0.897,None
(ID77189 : ID74426),25,77189,74426,1.712,26.500,116.996,5.699,29.788,1.308,1.308,None
(ID76902 : ID74288),25,76902,74288,1.504,26.500,113.975,12.393,27.083,1.226,1.226,None
(ID74426 : ID82475),25,74426,82475,0.888,27.500,117.075,5.950,29.903,0.943,0.943,None
(ID74288 : ID82316),25,74288,82316,0.583,27.500,114.121,12.696,27.250,0.764,0.764,None
(ID82475 : ID79733),25,82475,79733,0.998,28.500,116.180,5.842,29.577,0.999,0.999,None
(ID82316 : ID79474),25,82316,79474,1.434,28.500,113.343,12.842,26.697,1.198,1.198,None
(ID79474 : ID84736),25,79474,84736,1.172,29.500,113.304,12.858,26.140,1.082,1.082,None
(ID79733 : ID85014),25,79733,85014,1.282,29.500,116.299,5.739,29.242,1.132,1.132,None
(ID20503 : ID6952),26,20503,6952,1.221,0.500,124.315,17.665,30.170,1.105,1.105,None
(ID6952 : ID14493),26,6952,14493,0.073,1.500,123.770,17.693,29.979,0.270,0.270,None
(ID14493 : ID17893),26,14493,17893,0.376,2.500,123.903,17.900,30.018,0.613,0.613,None
(ID17893 : ID15548),26,17893,15548,0.652,3.500,124.371,18.271,30.349,0.807,0.807,None
(ID15548 : ID2181),26,15548,2181,0.748,4.500,125.113,18.437,30.351,0.865,0.865,None
(ID2181 : ID11339),26,2181,11339,2.113,5.500,124.826,18.230,30.150,1.454,1.454,None
(ID11339 : ID6834),26,11339,6834,2.391,6.500,123.549,17.507,30.066,1.546,1.546,None
(ID6834 : ID42138),26,6834,42138,0.284,7.500,123.224,17.010,30.080,0.532,0.532,None
(ID42138 : ID23306),26,42138,23306,1.157,8.500,123.234,17.218,30.563,1.076,1.076,None
(ID23306 : ID39719),26,23306,39719,0.571,9.500,122.623,17.394,30.882,0.756,0.756,None
(ID39719 : ID25830),26,39719,25830,1.208,10.500,121.953,17.542,30.352,1.099,1.099,None
(ID25830 : ID34142),26,25830,34142,0.791,11.500,121.751,17.634,30.356,0.889,0.889,None
(ID34142 : ID37001),26,34142,37001,0.270,12.500,121.830,17.354,30.943,0.519,0.519,None
(ID37001 : ID28616),26,37001,28616,0.714,13.500,121.577,17.186,30.748,0.845,0.845,None
(ID28616 : ID33458),26,28616,33458,3.412,14.500,121.229,16.344,30.116,1.847,1.847,None
(ID28616 : ID33463),26,28616,33463,7.023,14.500,122.524,17.838,30.446,2.650,2.650,None
(ID33458 : ID48104),26,33458,48104,3.713,15.500,120.461,14.787,30.057,1.927,1.927,None
(ID33463 : ID48253),26,33463,48253,4.055,15.500,124.311,19.132,30.925,2.014,2.014,None
(ID48104 : ID45080),26,48104,45080,0.913,16.500,119.653,13.801,29.943,0.956,0.956,None
(ID48253 : ID45241),26,48253,45241,0.807,16.500,125.358,19.854,31.473,0.898,0.898,None
(ID45241 : ID51278),26,45241,51278,1.417,17.500,125.227,19.733,31.710,1.190,1.190,None
(ID45080 : ID51126),26,45080,51126,1.540,17.500,118.881,13.366,29.586,1.241,1.241,None
(ID51278 : ID54332),26,51278,54332,1.849,18.500,125.309,19.339,31.861,1.360,1.360,None
(ID51126 : ID54172),26,51126,54172,1.905,18.500,118.944,13.107,29.449,1.380,1.380,None
(ID54332 : ID60297),26,54332,60297,0.696,19.500,126.342,19.067,31.765,0.834,0.834,None
(ID54172 : ID60146),26,54172,60146,1.088,19.500,120.057,13.100,29.089,1.043,1.043,None
(ID60297 : ID57252),26,60297,57252,0.718,20.500,126.745,19.030,31.208,0.847,0.847,None
(ID60146 : ID56938),26,60146,56938,0.181,20.500,120.593,13.203,28.651,0.425,0.425,None
(ID57252 : ID65973),26,57252,65973,1.737,21.500,126.234,19.152,30.396,1.318,1.318,None
(ID56938 : ID65968),26,56938,65968,0.130,21.500,120.705,13.102,28.618,0.360,0.360,None
(ID65968 : ID62926),26,65968,62926,1.070,22.500,120.488,13.435,28.584,1.034,1.034,None
(ID65973 : ID63095),26,65973,63095,0.861,22.500,125.425,19.564,29.804,0.928,0.928,None
(ID63095 : ID71597),26,63095,71597,0.154,23.500,125.001,19.989,29.670,0.393,0.393,None
(ID62926 : ID71592),26,62926,71592,0.782,23.500,120.489,14.137,28.632,0.884,0.884,None
(ID71592 : ID68632),26,71592,68632,0.485,24.500,120.474,14.627,28.749,0.697,0.697,None
(ID71597 : ID68790),26,71597,68790,0.907,24.500,124.435,20.316,29.710,0.953,0.953,None
(ID68632 : ID77051),26,68632,77051,0.624,25.500,119.904,15.054,28.551,0.790,0.790,None
(ID68790 : ID77196),26,68790,77196,0.133,25.500,123.958,20.650,29.564,0.365,0.365,None
(ID77196 : ID74434),26,77196,74434,1.250,26.500,124.366,21.051,29.627,1.118,1.118,None
(ID77051 : ID74431),26,77051,74431,1.377,26.500,120.036,15.547,28.738,1.173,1.173,None
(ID74431 : ID82318),26,74431,82318,0.739,27.500,120.109,15.844,28.795,0.860,0.860,None
(ID74434 : ID82485),26,74434,82485,0.541,27.500,124.471,21.422,29.759,0.736,0.736,None
(ID82485 : ID79744),26,82485,79744,0.991,28.500,123.671,21.571,29.503,0.996,0.996,None
(ID82318 : ID79606),26,82318,79606,1.119,28.500,119.271,15.860,28.331,1.058,1.058,None
(ID79744 : ID84873),26,79744,84873,1.406,29.500,123.685,21.469,28.957,1.186,1.186,None
(ID79606 : ID84869),26,79606,84869,1.113,29.500,119.285,15.640,27.975,1.055,1.055,None
(ID20380 : ID6676),27,20380,6676,1.379,0.500,67.063,17.723,28.016,1.175,1.175,None
(ID6676 : ID14494),27,6676,14494,1.036,1.500,66.363,17.902,28.384,1.018,1.018,None
(ID14494 : ID17892),27,14494,17892,0.948,2.500,66.729,18.132,28.853,0.974,0.974,None
(ID17892 : ID15546),27,17892,15546,0.146,3.500,67.397,18.139,28.923,0.383,0.383,None
(ID15546 : ID2056),27,15546,2056,0.587,4.500,67.867,18.269,28.777,0.766,0.766,None
(ID2056 : ID11341),27,2056,11341,0.032,5.500,68.155,18.441,28.664,0.178,0.178,None
(ID11341 : ID6631),27,11341,6631,2.166,6.500,67.567,18.106,28.487,1.472,1.472,None
(ID6631 : ID42003),27,6631,42003,3.019,7.500,67.815,17.628,28.423,1.738,1.738,None
(ID42003 : ID23183),27,42003,23183,1.548,8.500,68.340,17.646,29.143,1.244,1.244,None
(ID23183 : ID39596),27,23183,39596,0.719,9.500,67.618,17.889,29.698,0.848,0.848,None
(ID39596 : ID25693),27,39596,25693,3.894,10.500,66.373,17.935,29.210,1.973,1.973,None
(ID25693 : ID33875),27,25693,33875,0.651,11.500,65.765,17.794,29.009,0.807,0.807,None
(ID33875 : ID36892),27,33875,36892,0.435,12.500,66.120,17.762,29.630,0.659,0.659,None
(ID36892 : ID28617),27,36892,28617,0.137,13.500,66.249,17.838,29.744,0.370,0.370,None
(ID28617 : ID33461),27,28617,33461,0.849,14.500,66.470,17.555,29.826,0.921,0.921,None
(ID28617 : ID33218),27,28617,33218,11.189,14.500,67.768,18.232,28.968,3.345,3.345,None
(ID33218 : ID47963),27,33218,47963,2.279,15.500,69.356,19.326,28.165,1.510,1.510,None
(ID33461 : ID48252),27,33461,48252,5.869,15.500,66.025,16.690,30.933,2.423,2.423,None
(ID48252 : ID45354),27,48252,45354,30.346,16.500,62.964,17.300,32.473,5.509,5.509,None
(ID47963 : ID44909),27,47963,44909,1.519,16.500,69.849,20.397,27.675,1.232,1.232,None
(ID44909 : ID50997),27,44909,50997,1.756,17.500,69.661,20.633,27.171,1.325,1.325,None
(ID45354 : ID51383),27,45354,51383,4.192,17.500,59.915,17.698,33.329,2.047,2.047,None
(ID51383 : ID54331),27,51383,54331,3.002,18.500,60.016,17.070,33.086,1.733,1.733,None
(ID50997 : ID54037),27,50997,54037,4.653,18.500,69.893,19.900,27.196,2.157,2.157,None
(ID54331 : ID60295),27,54331,60295,3.355,19.500,61.487,17.504,32.195,1.832,1.832,None
(ID54037 : ID59988),27,54037,59988,1.983,19.500,71.293,18.998,27.117,1.408,1.408,None
(ID60295 : ID57103),27,60295,57103,2.722,20.500,62.430,18.197,31.020,1.650,1.650,None
(ID59988 : ID56792),27,59988,56792,2.428,20.500,72.170,18.606,26.085,1.558,1.558,None
(ID57103 : ID65972),27,57103,65972,1.326,21.500,62.724,18.994,29.924,1.151,1.151,None
(ID56792 : ID65673),27,56792,65673,0.034,21.500,72.568,18.477,25.434,0.185,0.185,None
(ID65972 : ID62935),27,65972,62935,2.628,22.500,62.440,19.786,28.897,1.621,1.621,None
(ID65673 : ID62636),27,65673,62636,1.066,22.500,72.507,18.729,25.066,1.032,1.032,None
(ID62636 : ID71169),27,62636,71169,0.722,23.500,72.594,19.359,24.612,0.850,0.850,None
(ID62935 : ID71466),27,62935,71466,1.789,23.500,62.467,20.716,28.421,1.337,1.337,None
(ID71466 : ID68637),27,71466,68637,1.916,24.500,62.469,21.765,28.292,1.384,1.384,None
(ID71169 : ID68327),27,71169,68327,0.637,24.500,72.617,20.059,24.522,0.798,0.798,None
(ID68637 : ID77058),27,68637,77058,0.731,25.500,61.787,22.548,27.890,0.855,0.855,None
(ID68327 : ID76765),27,68327,76765,0.692,25.500,72.188,20.534,24.149,0.832,0.832,None
(ID77058 : ID74295),27,77058,74295,1.293,26.500,61.782,23.237,27.988,1.137,1.137,None
(ID76765 : ID74153),27,76765,74153,2.260,26.500,72.229,21.123,24.363,1.503,1.503,None
(ID74295 : ID82327),27,74295,82327,0.304,27.500,61.884,23.832,28.135,0.551,0.551,None
(ID74153 : ID82044),27,74153,82044,1.432,27.500,72.079,21.769,24.515,1.197,1.197,None
(ID82044 : ID79355),27,82044,79355,0.140,28.500,71.812,22.032,24.049,0.374,0.374,None
(ID82327 : ID79609),27,82327,79609,0.768,28.500,61.257,24.045,27.977,0.876,0.876,None
(ID79609 : ID84875),27,79609,84875,2.024,29.500,61.236,24.006,27.331,1.423,1.423,None
(ID79355 : ID84595),27,79355,84595,0.303,29.500,71.912,22.066,23.698,0.550,0.550,None
(ID20512 : ID6967),29,20512,6967,1.041,0.500,50.908,35.762,29.895,1.021,1.021,None
(ID6967 : ID14504),29,6967,14504,0.195,1.500,50.304,35.896,30.230,0.441,0.441,None
(ID14504 : ID17899),29,14504,17899,0.362,2.500,50.380,35.866,30.476,0.602,0.602,None
(ID17899 : ID16150),29,17899,16150,1.330,3.500,51.110,36.070,30.904,1.153,1.153,None
(ID16150 : ID2190),29,16150,2190,0.361,4.500,51.552,36.344,30.904,0.600,0.600,None
(ID16150 : ID2312),29,16150,2312,0.320,4.500,51.795,36.314,31.021,0.565,0.565,None
(ID2312 : ID11576),29,2312,11576,0.061,5.500,51.897,36.380,30.812,0.247,0.247,None
(ID2190 : ID11354),29,2190,11354,0.089,5.500,51.655,36.410,30.695,0.298,0.298,None
(ID11576 : ID6853),29,11576,6853,0.554,6.500,51.497,36.147,30.764,0.745,0.745,None
(ID11354 : ID7101),29,11354,7101,0.194,6.500,51.768,36.188,30.864,0.440,0.440,None
(ID7101 : ID42149),29,7101,42149,1.013,7.500,52.024,35.804,30.573,1.006,1.006,None
(ID42149 : ID23190),29,42149,23190,0.481,8.500,51.975,35.733,30.266,0.693,0.693,None
(ID23190 : ID39723),29,23190,39723,0.614,9.500,51.408,35.973,30.617,0.784,0.784,None
(ID39723 : ID25842),29,39723,25842,2.167,10.500,50.464,36.292,30.750,1.472,1.472,None
(ID25842 : ID34153),29,25842,34153,0.187,11.500,49.970,36.491,30.687,0.432,0.432,None
(ID34153 : ID37007),29,34153,37007,0.170,12.500,50.252,36.348,30.884,0.412,0.412,None
(ID37007 : ID28751),29,37007,28751,0.085,13.500,50.292,36.168,30.865,0.292,0.292,None
(ID28751 : ID33668),29,28751,33668,2.124,14.500,50.976,36.203,30.726,1.457,1.457,None
(ID33668 : ID48260),29,33668,48260,6.946,15.500,52.356,35.168,31.029,2.635,2.635,None
(ID48260 : ID45245),29,48260,45245,12.840,16.500,54.245,32.777,31.176,3.583,3.583,None
(ID45245 : ID51282),29,45245,51282,2.176,17.500,54.930,31.001,31.096,1.475,1.475,None
(ID51282 : ID54186),29,51282,54186,2.443,18.500,55.091,30.471,30.850,1.563,1.563,None
(ID54186 : ID60161),29,54186,60161,1.073,19.500,55.929,30.676,30.090,1.036,1.036,None
(ID60161 : ID56956),29,60161,56956,2.421,20.500,55.976,31.457,29.093,1.556,1.556,None
(ID56956 : ID65830),29,56956,65830,1.611,21.500,55.711,32.549,28.297,1.269,1.269,None
(ID65830 : ID62943),29,65830,62943,1.999,22.500,55.316,33.567,27.565,1.414,1.414,None
(ID62943 : ID71472),29,62943,71472,0.561,23.500,55.223,34.296,27.299,0.749,0.749,None
(ID71472 : ID68646),29,71472,68646,3.795,24.500,54.573,35.139,27.350,1.948,1.948,None
(ID68646 : ID77068),29,68646,77068,0.309,25.500,53.640,35.891,27.039,0.555,0.555,None
(ID77068 : ID74302),29,77068,74302,1.078,26.500,53.735,36.318,27.283,1.038,1.038,None
(ID74302 : ID82336),29,74302,82336,0.600,27.500,53.841,36.912,27.584,0.774,0.774,None
(ID82336 : ID79617),29,82336,79617,0.704,28.500,53.438,37.422,27.214,0.839,0.839,None
(ID79617 : ID84750),29,79617,84750,1.955,29.500,53.770,37.411,26.567,1.398,1.398,None
(ID20518 : ID7176),30,20518,7176,1.100,0.500,129.929,46.203,30.461,1.049,1.049,None
(ID7176 : ID14508),30,7176,14508,1.023,1.500,129.271,46.151,30.467,1.011,1.011,None
(ID14508 : ID18010),30,14508,18010,2.449,2.500,129.558,46.473,30.436,1.565,1.565,None
(ID18010 : ID16156),30,18010,16156,0.347,3.500,130.358,47.001,30.913,0.589,0.589,None
(ID16156 : ID2318),30,16156,2318,0.201,4.500,130.713,47.107,30.897,0.449,0.449,None
(ID2318 : ID11360),30,2318,11360,0.111,5.500,130.849,46.953,30.617,0.333,0.333,None
(ID11360 : ID6865),30,11360,6865,2.758,6.500,130.066,46.542,30.457,1.661,1.661,None
(ID6865 : ID42156),30,6865,42156,1.548,7.500,129.825,46.045,30.136,1.244,1.244,None
(ID42156 : ID23318),30,42156,23318,3.064,8.500,129.817,46.081,30.500,1.750,1.750,None
(ID23318 : ID39728),30,23318,39728,0.882,9.500,128.849,46.426,31.211,0.939,0.939,None
(ID39728 : ID25953),30,39728,25953,0.626,10.500,128.051,46.708,31.134,0.791,0.791,None
(ID25953 : ID34164),30,25953,34164,0.625,11.500,127.817,46.671,31.356,0.791,0.791,None
(ID34164 : ID37012),30,34164,37012,0.569,12.500,128.292,46.373,31.710,0.755,0.755,None
(ID37012 : ID28756),30,37012,28756,0.028,13.500,128.655,46.264,31.806,0.169,0.169,None
(ID28756 : ID33680),30,28756,33680,2.547,14.500,129.447,46.363,31.747,1.596,1.596,None
(ID33680 : ID48265),30,33680,48265,10.204,15.500,130.582,44.897,31.832,3.194,3.194,None
(ID33680 : ID48270),30,33680,48270,12.183,15.500,130.115,48.179,31.660,3.490,3.490,None
(ID48265 : ID45358),30,48265,45358,1.663,16.500,131.396,43.094,32.424,1.289,1.289,None
(ID48270 : ID45251),30,48270,45251,2.369,16.500,129.912,50.616,31.395,1.539,1.539,None
(ID45358 : ID51285),30,45358,51285,9.808,17.500,130.615,42.056,32.236,3.132,3.132,None
(ID45251 : ID54199),30,45251,54199,0.460,18.000,130.024,51.159,30.852,0.339,0.678,None
(ID51285 : ID54340),30,51285,54340,8.330,18.500,130.668,41.706,32.157,2.886,2.886,None
(ID54340 : ID60305),30,54340,60305,0.616,19.500,132.264,42.155,32.386,0.785,0.785,None
(ID54199 : ID60175),30,54199,60175,1.538,19.500,130.770,50.710,30.602,1.240,1.240,None
(ID60175 : ID57126),30,60175,57126,1.932,20.500,131.177,50.948,30.155,1.390,1.390,None
(ID60305 : ID57265),30,60305,57265,1.209,20.500,132.651,42.403,31.644,1.100,1.100,None
(ID57126 : ID65996),30,57126,65996,1.662,21.500,130.734,51.924,29.376,1.289,1.289,None
(ID57265 : ID65990),30,57265,65990,2.260,21.500,132.517,43.270,30.824,1.503,1.503,None
(ID65996 : ID63117),30,65996,63117,3.818,22.500,130.379,53.306,29.291,1.954,1.954,None
(ID65990 : ID63261),30,65990,63261,3.289,22.500,132.189,44.575,31.105,1.814,1.814,None
(ID63117 : ID71623),30,63117,71623,2.166,23.500,130.505,54.942,29.710,1.472,1.472,None
(ID63261 : ID71617),30,63261,71617,4.181,23.500,131.902,46.001,31.052,2.045,2.045,None
(ID71623 : ID68815),30,71623,68815,1.541,24.500,130.337,55.954,29.449,1.241,1.241,None
(ID71617 : ID68806),30,71617,68806,1.820,24.500,131.143,46.981,30.130,1.349,1.349,None
(ID68806 : ID77216),30,68806,77216,0.380,25.500,130.317,47.321,29.724,0.616,0.616,None
(ID77216 : ID74453),30,77216,74453,2.684,26.500,130.671,47.877,29.929,1.638,1.638,None
(ID74453 : ID82499),30,74453,82499,1.038,27.500,130.830,48.451,30.061,1.019,1.019,None
(ID82499 : ID79758),30,82499,79758,0.753,28.500,130.020,48.585,29.617,0.868,0.868,None
(ID79758 : ID84883),30,79758,84883,1.149,29.500,129.840,48.405,28.918,1.072,1.072,None
(ID19892 : ID5724),31,19892,5724,0.764,0.500,90.836,33.865,18.962,0.874,0.874,None
(ID5724 : ID13894),31,5724,13894,0.703,1.500,90.066,34.079,19.117,0.839,0.839,None
